ts;mw
29.01.2020 03:00;1006,82
29.01.2020 03:15;1016,00
29.01.2020 03:30;1022,45
29.01.2020 03:45;1018,07
29.01.2020 04:00;1021,79
29.01.2020 04:15;1019,83
29.01.2020 04:30;1022,95
29.01.2020 04:45;1026,88
29.01.2020 05:00;1028,00
29.01.2020 05:15;1051,91
29.01.2020 05:30;1062,74
29.01.2020 05:45;1063,14
29.01.2020 06:00;1081,52
29.01.2020 06:15;1132,37
29.01.2020 06:30;1175,54
29.01.2020 06:45;1196,82
29.01.2020 07:00;1217,55
29.01.2020 07:15;1245,89
29.01.2020 07:30;1263,01
29.01.2020 07:45;1262,67
29.01.2020 08:00;1273,11
29.01.2020 08:15;1281,03
29.01.2020 08:30;1286,07
29.01.2020 08:45;1275,84
29.01.2020 09:00;1284,46
29.01.2020 09:15;1275,32
29.01.2020 09:30;1249,20
29.01.2020 09:45;1254,09
29.01.2020 10:00;1260,17
29.01.2020 10:15;1276,12
29.01.2020 10:30;1281,35
29.01.2020 10:45;1283,75
29.01.2020 11:00;1282,74
29.01.2020 11:15;1285,20
29.01.2020 11:30;1276,70
29.01.2020 11:45;1275,69
29.01.2020 12:00;1265,62
29.01.2020 12:15;1254,31
29.01.2020 12:30;1242,21
29.01.2020 12:45;1239,67
29.01.2020 13:00;1240,99
29.01.2020 13:15;1267,83
29.01.2020 13:30;1269,62
29.01.2020 13:45;1250,16
29.01.2020 14:00;1233,65
29.01.2020 14:15;1236,23
29.01.2020 14:30;1236,67
29.01.2020 14:45;1241,32
29.01.2020 15:00;1234,12
29.01.2020 15:15;1243,98
29.01.2020 15:30;1231,83
29.01.2020 15:45;1218,27
29.01.2020 16:00;1215,93
29.01.2020 16:15;1203,97
29.01.2020 16:30;1199,30
29.01.2020 16:45;1188,37
29.01.2020 17:00;1189,43
29.01.2020 17:15;1179,59
29.01.2020 17:30;1166,98
29.01.2020 17:45;1167,65
29.01.2020 18:00;1156,47
29.01.2020 18:15;1143,17
29.01.2020 18:30;1132,84
29.01.2020 18:45;1129,72
29.01.2020 19:00;1129,09
29.01.2020 19:15;1135,22
29.01.2020 19:30;1120,90
29.01.2020 19:45;1124,75
29.01.2020 20:00;1122,72
29.01.2020 20:15;1128,13
29.01.2020 20:30;1126,12
29.01.2020 20:45;1113,29
29.01.2020 21:00;1101,82
29.01.2020 21:15;1100,20
29.01.2020 21:30;1083,25
29.01.2020 21:45;1076,35
29.01.2020 22:00;1053,17
29.01.2020 22:15;1041,40
29.01.2020 22:30;1042,36
29.01.2020 22:45;1034,52
29.01.2020 23:00;1038,32
29.01.2020 23:15;1033,88
29.01.2020 23:30;1030,61
29.01.2020 23:45;1026,92
30.01.2020 00:00;1030,03
30.01.2020 00:15;1033,61
30.01.2020 00:30;1025,35
30.01.2020 00:45;1016,93
30.01.2020 01:00;1009,23
30.01.2020 01:15;1010,48
30.01.2020 01:30;1001,91
30.01.2020 01:45;991,76
30.01.2020 02:00;987,76
30.01.2020 02:15;981,68
30.01.2020 02:30;987,15
30.01.2020 02:45;990,97
30.01.2020 03:00;1001,69
30.01.2020 03:15;1008,79
30.01.2020 03:30;1003,85
30.01.2020 03:45;1009,37
30.01.2020 04:00;1007,49
30.01.2020 04:15;1011,07
30.01.2020 04:30;1011,75
30.01.2020 04:45;1011,67
30.01.2020 05:00;1015,58
30.01.2020 05:15;1024,23
30.01.2020 05:30;1035,51
30.01.2020 05:45;1036,36
30.01.2020 06:00;1053,83
30.01.2020 06:15;1109,10
30.01.2020 06:30;1151,83
30.01.2020 06:45;1183,83
30.01.2020 07:00;1198,90
30.01.2020 07:15;1228,01
30.01.2020 07:30;1242,11
30.01.2020 07:45;1247,11
30.01.2020 08:00;1261,08
30.01.2020 08:15;1277,88
30.01.2020 08:30;1260,60
30.01.2020 08:45;1262,74
30.01.2020 09:00;1263,77
30.01.2020 09:15;1239,36
30.01.2020 09:30;1245,10
30.01.2020 09:45;1234,46
30.01.2020 10:00;1242,36
30.01.2020 10:15;1260,02
30.01.2020 10:30;1252,10
30.01.2020 10:45;1251,60
30.01.2020 11:00;1249,20
30.01.2020 11:15;1256,13
30.01.2020 11:30;1242,98
30.01.2020 11:45;1234,99
30.01.2020 12:00;1233,35
30.01.2020 12:15;1221,04
30.01.2020 12:30;1212,83
30.01.2020 12:45;1220,18
30.01.2020 13:00;1226,55
30.01.2020 13:15;1244,08
30.01.2020 13:30;1238,10
30.01.2020 13:45;1226,01
30.01.2020 14:00;1205,90
30.01.2020 14:15;1215,45
30.01.2020 14:30;1217,31
30.01.2020 14:45;1218,27
30.01.2020 15:00;1213,71
30.01.2020 15:15;1220,97
30.01.2020 15:30;1208,65
30.01.2020 15:45;1199,96
30.01.2020 16:00;1181,38
30.01.2020 16:15;1187,05
30.01.2020 16:30;1164,67
30.01.2020 16:45;1159,75
30.01.2020 17:00;1158,78
30.01.2020 17:15;1162,26
30.01.2020 17:30;1144,66
30.01.2020 17:45;1143,84
30.01.2020 18:00;1139,38
30.01.2020 18:15;1127,92
30.01.2020 18:30;1110,55
30.01.2020 18:45;1118,78
30.01.2020 19:00;1124,36
30.01.2020 19:15;1121,90
30.01.2020 19:30;1116,06
30.01.2020 19:45;1100,79
30.01.2020 20:00;1105,78
30.01.2020 20:15;1108,51
30.01.2020 20:30;1101,79
30.01.2020 20:45;1101,16
30.01.2020 21:00;1091,34
30.01.2020 21:15;1090,39
30.01.2020 21:30;1086,27
30.01.2020 21:45;1070,37
30.01.2020 22:00;1050,26
30.01.2020 22:15;1041,53
30.01.2020 22:30;1031,51
30.01.2020 22:45;1035,48
30.01.2020 23:00;1033,98
30.01.2020 23:15;1044,35
30.01.2020 23:30;1033,89
30.01.2020 23:45;1033,49
31.01.2020 00:00;1029,19
31.01.2020 00:15;1025,28
31.01.2020 00:30;1025,86
31.01.2020 00:45;1007,97
31.01.2020 01:00;1007,19
31.01.2020 01:15;1008,34
31.01.2020 01:30;998,86
31.01.2020 01:45;988,76
31.01.2020 02:00;994,10
31.01.2020 02:15;996,77
31.01.2020 02:30;983,40
31.01.2020 02:45;986,07
31.01.2020 03:00;988,95
31.01.2020 03:15;997,17
31.01.2020 03:30;994,34
31.01.2020 03:45;992,15
31.01.2020 04:00;996,48
31.01.2020 04:15;1004,83
31.01.2020 04:30;1014,12
31.01.2020 04:45;1007,36
31.01.2020 05:00;1002,93
31.01.2020 05:15;1020,66
31.01.2020 05:30;1034,97
31.01.2020 05:45;1059,61
31.01.2020 06:00;1068,02
31.01.2020 06:15;1112,13
31.01.2020 06:30;1146,12
31.01.2020 06:45;1164,63
31.01.2020 07:00;1178,87
31.01.2020 07:15;1211,48
31.01.2020 07:30;1216,59
31.01.2020 07:45;1232,64
31.01.2020 08:00;1232,33
31.01.2020 08:15;1254,16
31.01.2020 08:30;1247,39
31.01.2020 08:45;1244,39
31.01.2020 09:00;1227,16
31.01.2020 09:15;1224,91
31.01.2020 09:30;1233,90
31.01.2020 09:45;1228,80
31.01.2020 10:00;1236,17
31.01.2020 10:15;1234,45
31.01.2020 10:30;1237,18
31.01.2020 10:45;1229,62
31.01.2020 11:00;1235,79
31.01.2020 11:15;1232,72
31.01.2020 11:30;1230,44
31.01.2020 11:45;1220,92
31.01.2020 12:00;1218,56
31.01.2020 12:15;1204,33
31.01.2020 12:30;1196,07
31.01.2020 12:45;1191,29
31.01.2020 13:00;1190,16
31.01.2020 13:15;1180,57
31.01.2020 13:30;1176,15
31.01.2020 13:45;1154,43
31.01.2020 14:00;1142,96
31.01.2020 14:15;1147,90
31.01.2020 14:30;1159,68
31.01.2020 14:45;1143,16
31.01.2020 15:00;1141,83
31.01.2020 15:15;1156,86
31.01.2020 15:30;1144,99
31.01.2020 15:45;1148,65
31.01.2020 16:00;1141,32
31.01.2020 16:15;1127,72
31.01.2020 16:30;1128,55
31.01.2020 16:45;1118,23
31.01.2020 17:00;1102,88
31.01.2020 17:15;1109,80
31.01.2020 17:30;1108,42
31.01.2020 17:45;1099,90
31.01.2020 18:00;1088,33
31.01.2020 18:15;1077,18
31.01.2020 18:30;1056,05
31.01.2020 18:45;1054,71
31.01.2020 19:00;1062,16
31.01.2020 19:15;1063,79
31.01.2020 19:30;1063,52
31.01.2020 19:45;1050,06
31.01.2020 20:00;1038,53
31.01.2020 20:15;1045,99
31.01.2020 20:30;1041,16
31.01.2020 20:45;1032,20
31.01.2020 21:00;1017,56
31.01.2020 21:15;1007,72
31.01.2020 21:30;994,53
31.01.2020 21:45;982,72
31.01.2020 22:00;961,07
31.01.2020 22:15;950,04
31.01.2020 22:30;952,07
31.01.2020 22:45;941,18
31.01.2020 23:00;937,96
31.01.2020 23:15;935,49
31.01.2020 23:30;932,61
31.01.2020 23:45;922,33
01.02.2020 00:00;924,22
01.02.2020 00:15;921,50
01.02.2020 00:30;930,79
01.02.2020 00:45;926,98
01.02.2020 01:00;921,41
01.02.2020 01:15;923,95
01.02.2020 01:30;916,45
01.02.2020 01:45;909,91
01.02.2020 02:00;906,36
01.02.2020 02:15;905,18
01.02.2020 02:30;892,36
01.02.2020 02:45;889,04
01.02.2020 03:00;885,56
01.02.2020 03:15;881,41
01.02.2020 03:30;884,12
01.02.2020 03:45;876,65
01.02.2020 04:00;869,05
01.02.2020 04:15;863,17
01.02.2020 04:30;849,95
01.02.2020 04:45;847,08
01.02.2020 05:00;843,19
01.02.2020 05:15;842,81
01.02.2020 05:30;833,60
01.02.2020 05:45;827,02
01.02.2020 06:00;817,44
01.02.2020 06:15;830,82
01.02.2020 06:30;839,15
01.02.2020 06:45;845,00
01.02.2020 07:00;846,09
01.02.2020 07:15;859,19
01.02.2020 07:30;859,40
01.02.2020 07:45;861,92
01.02.2020 08:00;858,36
01.02.2020 08:15;865,01
01.02.2020 08:30;864,03
01.02.2020 08:45;858,29
01.02.2020 09:00;855,69
01.02.2020 09:15;848,29
01.02.2020 09:30;848,37
01.02.2020 09:45;843,44
01.02.2020 10:00;847,07
01.02.2020 10:15;848,22
01.02.2020 10:30;844,99
01.02.2020 10:45;841,74
01.02.2020 11:00;843,35
01.02.2020 11:15;839,00
01.02.2020 11:30;839,54
01.02.2020 11:45;835,92
01.02.2020 12:00;826,52
01.02.2020 12:15;821,57
01.02.2020 12:30;812,99
01.02.2020 12:45;812,88
01.02.2020 13:00;801,53
01.02.2020 13:15;795,52
01.02.2020 13:30;789,27
01.02.2020 13:45;783,78
01.02.2020 14:00;776,01
01.02.2020 14:15;773,53
01.02.2020 14:30;771,26
01.02.2020 14:45;766,04
01.02.2020 15:00;760,41
01.02.2020 15:15;756,80
01.02.2020 15:30;750,98
01.02.2020 15:45;754,54
01.02.2020 16:00;753,45
01.02.2020 16:15;755,46
01.02.2020 16:30;748,65
01.02.2020 16:45;751,49
01.02.2020 17:00;750,97
01.02.2020 17:15;760,32
01.02.2020 17:30;765,12
01.02.2020 17:45;760,86
01.02.2020 18:00;763,90
01.02.2020 18:15;764,87
01.02.2020 18:30;756,47
01.02.2020 18:45;752,56
01.02.2020 19:00;743,26
01.02.2020 19:15;749,13
01.02.2020 19:30;746,72
01.02.2020 19:45;739,60
01.02.2020 20:00;737,34
01.02.2020 20:15;740,47
01.02.2020 20:30;734,11
01.02.2020 20:45;735,78
01.02.2020 21:00;728,82
01.02.2020 21:15;725,92
01.02.2020 21:30;721,81
01.02.2020 21:45;715,36
01.02.2020 22:00;705,57
01.02.2020 22:15;704,90
01.02.2020 22:30;701,43
01.02.2020 22:45;705,92
01.02.2020 23:00;701,40
01.02.2020 23:15;706,93
01.02.2020 23:30;701,59
01.02.2020 23:45;703,11
02.02.2020 00:00;695,88
02.02.2020 00:15;701,21
02.02.2020 00:30;699,11
02.02.2020 00:45;698,12
02.02.2020 01:00;701,65
02.02.2020 01:15;700,14
02.02.2020 01:30;691,78
02.02.2020 01:45;692,53
02.02.2020 02:00;689,84
02.02.2020 02:15;691,12
02.02.2020 02:30;686,93
02.02.2020 02:45;690,51
02.02.2020 03:00;689,47
02.02.2020 03:15;696,87
02.02.2020 03:30;692,12
02.02.2020 03:45;691,82
02.02.2020 04:00;694,19
02.02.2020 04:15;702,24
02.02.2020 04:30;693,88
02.02.2020 04:45;697,86
02.02.2020 05:00;700,71
02.02.2020 05:15;704,40
02.02.2020 05:30;691,13
02.02.2020 05:45;689,28
02.02.2020 06:00;687,66
02.02.2020 06:15;700,93
02.02.2020 06:30;702,93
02.02.2020 06:45;704,31
02.02.2020 07:00;710,02
02.02.2020 07:15;718,16
02.02.2020 07:30;720,81
02.02.2020 07:45;724,64
02.02.2020 08:00;721,45
02.02.2020 08:15;731,16
02.02.2020 08:30;724,98
02.02.2020 08:45;716,37
02.02.2020 09:00;715,70
02.02.2020 09:15;712,90
02.02.2020 09:30;710,40
02.02.2020 09:45;711,38
02.02.2020 10:00;707,43
02.02.2020 10:15;718,61
02.02.2020 10:30;719,76
02.02.2020 10:45;720,16
02.02.2020 11:00;721,43
02.02.2020 11:15;724,20
02.02.2020 11:30;720,08
02.02.2020 11:45;719,10
02.02.2020 12:00;714,14
02.02.2020 12:15;707,93
02.02.2020 12:30;705,23
02.02.2020 12:45;701,05
02.02.2020 13:00;704,71
02.02.2020 13:15;710,77
02.02.2020 13:30;712,36
02.02.2020 13:45;707,44
02.02.2020 14:00;701,51
02.02.2020 14:15;706,65
02.02.2020 14:30;705,20
02.02.2020 14:45;705,49
02.02.2020 15:00;704,45
02.02.2020 15:15;707,43
02.02.2020 15:30;708,05
02.02.2020 15:45;706,61
02.02.2020 16:00;706,11
02.02.2020 16:15;713,16
02.02.2020 16:30;718,79
02.02.2020 16:45;718,96
02.02.2020 17:00;718,21
02.02.2020 17:15;721,87
02.02.2020 17:30;721,45
02.02.2020 17:45;722,05
02.02.2020 18:00;720,18
02.02.2020 18:15;722,48
02.02.2020 18:30;726,65
02.02.2020 18:45;721,12
02.02.2020 19:00;718,58
02.02.2020 19:15;724,64
02.02.2020 19:30;724,28
02.02.2020 19:45;719,98
02.02.2020 20:00;714,78
02.02.2020 20:15;724,00
02.02.2020 20:30;722,24
02.02.2020 20:45;730,17
02.02.2020 21:00;732,74
02.02.2020 21:15;742,89
02.02.2020 21:30;746,31
02.02.2020 21:45;748,95
02.02.2020 22:00;754,57
02.02.2020 22:15;764,84
02.02.2020 22:30;779,69
02.02.2020 22:45;783,95
02.02.2020 23:00;789,42
02.02.2020 23:15;798,34
02.02.2020 23:30;797,68
02.02.2020 23:45;802,92
03.02.2020 00:00;797,19
03.02.2020 00:15;798,43
03.02.2020 00:30;800,74
03.02.2020 00:45;798,41
03.02.2020 01:00;801,47
03.02.2020 01:15;816,38
03.02.2020 01:30;806,79
03.02.2020 01:45;807,60
03.02.2020 02:00;808,22
03.02.2020 02:15;814,48
03.02.2020 02:30;811,66
03.02.2020 02:45;815,35
03.02.2020 03:00;814,25
03.02.2020 03:15;825,25
03.02.2020 03:30;838,24
03.02.2020 03:45;837,51
03.02.2020 04:00;840,28
03.02.2020 04:15;842,20
03.02.2020 04:30;843,32
03.02.2020 04:45;855,26
03.02.2020 05:00;875,23
03.02.2020 05:15;896,20
03.02.2020 05:30;911,51
03.02.2020 05:45;928,61
03.02.2020 06:00;955,34
03.02.2020 06:15;1013,63
03.02.2020 06:30;1049,05
03.02.2020 06:45;1080,95
03.02.2020 07:00;1117,44
03.02.2020 07:15;1146,18
03.02.2020 07:30;1163,47
03.02.2020 07:45;1178,03
03.02.2020 08:00;1180,97
03.02.2020 08:15;1186,54
03.02.2020 08:30;1190,81
03.02.2020 08:45;1204,74
03.02.2020 09:00;1194,70
03.02.2020 09:15;1175,10
03.02.2020 09:30;1177,71
03.02.2020 09:45;1192,50
03.02.2020 10:00;1192,29
03.02.2020 10:15;1190,12
03.02.2020 10:30;1201,05
03.02.2020 10:45;1198,13
03.02.2020 11:00;1194,27
03.02.2020 11:15;1201,97
03.02.2020 11:30;1195,61
03.02.2020 11:45;1190,29
03.02.2020 12:00;1183,45
03.02.2020 12:15;1178,05
03.02.2020 12:30;1170,97
03.02.2020 12:45;1176,93
03.02.2020 13:00;1173,98
03.02.2020 13:15;1185,76
03.02.2020 13:30;1181,68
03.02.2020 13:45;1178,96
03.02.2020 14:00;1166,28
03.02.2020 14:15;1159,31
03.02.2020 14:30;1176,15
03.02.2020 14:45;1188,25
03.02.2020 15:00;1189,54
03.02.2020 15:15;1194,48
03.02.2020 15:30;1176,87
03.02.2020 15:45;1181,96
03.02.2020 16:00;1165,53
03.02.2020 16:15;1146,97
03.02.2020 16:30;1140,60
03.02.2020 16:45;1137,23
03.02.2020 17:00;1132,97
03.02.2020 17:15;1134,73
03.02.2020 17:30;1127,04
03.02.2020 17:45;1129,27
03.02.2020 18:00;1109,55
03.02.2020 18:15;1096,38
03.02.2020 18:30;1093,36
03.02.2020 18:45;1091,90
03.02.2020 19:00;1088,52
03.02.2020 19:15;1088,77
03.02.2020 19:30;1097,08
03.02.2020 19:45;1084,79
03.02.2020 20:00;1076,23
03.02.2020 20:15;1085,15
03.02.2020 20:30;1081,42
03.02.2020 20:45;1090,35
03.02.2020 21:00;1084,56
03.02.2020 21:15;1084,45
03.02.2020 21:30;1077,66
03.02.2020 21:45;1074,58
03.02.2020 22:00;1051,39
03.02.2020 22:15;1046,26
03.02.2020 22:30;1042,21
03.02.2020 22:45;1045,27
03.02.2020 23:00;1031,21
03.02.2020 23:15;1030,20
03.02.2020 23:30;1025,92
03.02.2020 23:45;1013,98
04.02.2020 00:00;1012,77
04.02.2020 00:15;1015,24
04.02.2020 00:30;1012,39
04.02.2020 00:45;1004,34
04.02.2020 01:00;1003,57
04.02.2020 01:15;997,27
04.02.2020 01:30;992,47
04.02.2020 01:45;993,09
04.02.2020 02:00;984,27
04.02.2020 02:15;976,01
04.02.2020 02:30;968,11
04.02.2020 02:45;969,58
04.02.2020 03:00;966,72
04.02.2020 03:15;979,58
04.02.2020 03:30;977,85
04.02.2020 03:45;973,47
04.02.2020 04:00;981,77
04.02.2020 04:15;1003,78
04.02.2020 04:30;1000,17
04.02.2020 04:45;1005,38
04.02.2020 05:00;1009,28
04.02.2020 05:15;1024,13
04.02.2020 05:30;1023,76
04.02.2020 05:45;1043,09
04.02.2020 06:00;1052,84
04.02.2020 06:15;1104,27
04.02.2020 06:30;1136,81
04.02.2020 06:45;1152,43
04.02.2020 07:00;1164,50
04.02.2020 07:15;1204,98
04.02.2020 07:30;1227,62
04.02.2020 07:45;1240,68
04.02.2020 08:00;1240,27
04.02.2020 08:15;1244,29
04.02.2020 08:30;1242,31
04.02.2020 08:45;1242,89
04.02.2020 09:00;1237,81
04.02.2020 09:15;1231,24
04.02.2020 09:30;1230,84
04.02.2020 09:45;1229,50
04.02.2020 10:00;1234,41
04.02.2020 10:15;1238,20
04.02.2020 10:30;1233,31
04.02.2020 10:45;1227,61
04.02.2020 11:00;1233,17
04.02.2020 11:15;1232,74
04.02.2020 11:30;1228,06
04.02.2020 11:45;1229,22
04.02.2020 12:00;1218,94
04.02.2020 12:15;1203,49
04.02.2020 12:30;1188,26
04.02.2020 12:45;1202,64
04.02.2020 13:00;1202,71
04.02.2020 13:15;1205,35
04.02.2020 13:30;1205,57
04.02.2020 13:45;1207,01
04.02.2020 14:00;1198,29
04.02.2020 14:15;1196,47
04.02.2020 14:30;1195,17
04.02.2020 14:45;1194,32
04.02.2020 15:00;1196,20
04.02.2020 15:15;1198,24
04.02.2020 15:30;1198,72
04.02.2020 15:45;1193,14
04.02.2020 16:00;1181,28
04.02.2020 16:15;1167,57
04.02.2020 16:30;1148,85
04.02.2020 16:45;1148,11
04.02.2020 17:00;1140,33
04.02.2020 17:15;1136,31
04.02.2020 17:30;1139,86
04.02.2020 17:45;1136,37
04.02.2020 18:00;1138,08
04.02.2020 18:15;1126,98
04.02.2020 18:30;1121,58
04.02.2020 18:45;1129,85
04.02.2020 19:00;1124,88
04.02.2020 19:15;1120,47
04.02.2020 19:30;1100,26
04.02.2020 19:45;1097,84
04.02.2020 20:00;1105,40
04.02.2020 20:15;1100,54
04.02.2020 20:30;1094,00
04.02.2020 20:45;1100,89
04.02.2020 21:00;1095,26
04.02.2020 21:15;1083,20
04.02.2020 21:30;1084,09
04.02.2020 21:45;1076,61
04.02.2020 22:00;1058,45
04.02.2020 22:15;1053,19
04.02.2020 22:30;1048,23
04.02.2020 22:45;1041,83
04.02.2020 23:00;1036,01
04.02.2020 23:15;1039,92
04.02.2020 23:30;1022,26
04.02.2020 23:45;1000,69
05.02.2020 00:00;999,35
05.02.2020 00:15;1007,65
05.02.2020 00:30;1013,30
05.02.2020 00:45;1008,65
05.02.2020 01:00;996,80
05.02.2020 01:15;991,07
05.02.2020 01:30;999,96
05.02.2020 01:45;1003,26
05.02.2020 02:00;997,69
05.02.2020 02:15;988,24
05.02.2020 02:30;987,98
05.02.2020 02:45;994,00
05.02.2020 03:00;982,80
05.02.2020 03:15;992,88
05.02.2020 03:30;984,16
05.02.2020 03:45;985,02
05.02.2020 04:00;983,09
05.02.2020 04:15;1005,06
05.02.2020 04:30;1011,52
05.02.2020 04:45;1006,30
05.02.2020 05:00;1015,07
05.02.2020 05:15;1033,62
05.02.2020 05:30;1038,21
05.02.2020 05:45;1037,58
05.02.2020 06:00;1043,26
05.02.2020 06:15;1091,82
05.02.2020 06:30;1139,57
05.02.2020 06:45;1161,96
05.02.2020 07:00;1180,68
05.02.2020 07:15;1201,65
05.02.2020 07:30;1227,99
05.02.2020 07:45;1244,74
05.02.2020 08:00;1237,07
05.02.2020 08:15;1243,25
05.02.2020 08:30;1237,34
05.02.2020 08:45;1233,92
05.02.2020 09:00;1235,08
05.02.2020 09:15;1226,19
05.02.2020 09:30;1229,16
05.02.2020 09:45;1222,62
05.02.2020 10:00;1220,92
05.02.2020 10:15;1225,28
05.02.2020 10:30;1238,99
05.02.2020 10:45;1242,61
05.02.2020 11:00;1235,93
05.02.2020 11:15;1241,36
05.02.2020 11:30;1238,07
05.02.2020 11:45;1232,17
05.02.2020 12:00;1229,47
05.02.2020 12:15;1212,91
05.02.2020 12:30;1213,69
05.02.2020 12:45;1209,39
05.02.2020 13:00;1210,84
05.02.2020 13:15;1206,94
05.02.2020 13:30;1206,18
05.02.2020 13:45;1196,96
05.02.2020 14:00;1186,74
05.02.2020 14:15;1194,62
05.02.2020 14:30;1192,56
05.02.2020 14:45;1206,52
05.02.2020 15:00;1200,16
05.02.2020 15:15;1200,96
05.02.2020 15:30;1187,85
05.02.2020 15:45;1186,89
05.02.2020 16:00;1186,30
05.02.2020 16:15;1166,12
05.02.2020 16:30;1156,51
05.02.2020 16:45;1151,76
05.02.2020 17:00;1153,54
05.02.2020 17:15;1154,30
05.02.2020 17:30;1153,86
05.02.2020 17:45;1153,97
05.02.2020 18:00;1140,06
05.02.2020 18:15;1117,96
05.02.2020 18:30;1108,31
05.02.2020 18:45;1113,73
05.02.2020 19:00;1105,53
05.02.2020 19:15;1114,61
05.02.2020 19:30;1113,38
05.02.2020 19:45;1111,26
05.02.2020 20:00;1106,83
05.02.2020 20:15;1121,44
05.02.2020 20:30;1117,80
05.02.2020 20:45;1109,54
05.02.2020 21:00;1100,12
05.02.2020 21:15;1097,68
05.02.2020 21:30;1087,86
05.02.2020 21:45;1068,61
05.02.2020 22:00;1045,71
05.02.2020 22:15;1046,45
05.02.2020 22:30;1037,91
05.02.2020 22:45;1035,53
05.02.2020 23:00;1033,16
05.02.2020 23:15;1031,20
05.02.2020 23:30;1027,58
05.02.2020 23:45;1028,40
06.02.2020 00:00;1029,23
06.02.2020 00:15;1030,63
06.02.2020 00:30;1028,72
06.02.2020 00:45;1029,81
06.02.2020 01:00;1026,29
06.02.2020 01:15;1021,45
06.02.2020 01:30;1014,91
06.02.2020 01:45;1007,61
06.02.2020 02:00;1002,08
06.02.2020 02:15;996,68
06.02.2020 02:30;983,54
06.02.2020 02:45;985,41
06.02.2020 03:00;995,17
06.02.2020 03:15;1001,81
06.02.2020 03:30;1002,54
06.02.2020 03:45;1002,81
06.02.2020 04:00;994,09
06.02.2020 04:15;1001,85
06.02.2020 04:30;1013,01
06.02.2020 04:45;1021,07
06.02.2020 05:00;1029,52
06.02.2020 05:15;1050,69
06.02.2020 05:30;1049,88
06.02.2020 05:45;1071,52
06.02.2020 06:00;1078,42
06.02.2020 06:15;1129,08
06.02.2020 06:30;1158,14
06.02.2020 06:45;1188,79
06.02.2020 07:00;1193,30
06.02.2020 07:15;1234,13
06.02.2020 07:30;1240,77
06.02.2020 07:45;1259,48
06.02.2020 08:00;1265,77
06.02.2020 08:15;1279,63
06.02.2020 08:30;1283,69
06.02.2020 08:45;1279,02
06.02.2020 09:00;1270,09
06.02.2020 09:15;1259,98
06.02.2020 09:30;1258,40
06.02.2020 09:45;1254,14
06.02.2020 10:00;1253,92
06.02.2020 10:15;1250,52
06.02.2020 10:30;1246,30
06.02.2020 10:45;1254,75
06.02.2020 11:00;1253,66
06.02.2020 11:15;1262,49
06.02.2020 11:30;1266,50
06.02.2020 11:45;1264,80
06.02.2020 12:00;1268,83
06.02.2020 12:15;1253,24
06.02.2020 12:30;1250,11
06.02.2020 12:45;1254,10
06.02.2020 13:00;1251,16
06.02.2020 13:15;1256,80
06.02.2020 13:30;1243,70
06.02.2020 13:45;1238,67
06.02.2020 14:00;1223,25
06.02.2020 14:15;1223,06
06.02.2020 14:30;1238,49
06.02.2020 14:45;1233,24
06.02.2020 15:00;1227,18
06.02.2020 15:15;1228,31
06.02.2020 15:30;1228,13
06.02.2020 15:45;1223,31
06.02.2020 16:00;1214,57
06.02.2020 16:15;1197,50
06.02.2020 16:30;1186,85
06.02.2020 16:45;1180,63
06.02.2020 17:00;1170,46
06.02.2020 17:15;1175,30
06.02.2020 17:30;1169,11
06.02.2020 17:45;1155,53
06.02.2020 18:00;1143,02
06.02.2020 18:15;1136,77
06.02.2020 18:30;1134,71
06.02.2020 18:45;1139,10
06.02.2020 19:00;1137,39
06.02.2020 19:15;1133,24
06.02.2020 19:30;1121,90
06.02.2020 19:45;1120,04
06.02.2020 20:00;1107,67
06.02.2020 20:15;1113,34
06.02.2020 20:30;1125,41
06.02.2020 20:45;1119,56
06.02.2020 21:00;1104,70
06.02.2020 21:15;1098,34
06.02.2020 21:30;1097,66
06.02.2020 21:45;1088,99
06.02.2020 22:00;1063,17
06.02.2020 22:15;1054,57
06.02.2020 22:30;1048,39
06.02.2020 22:45;1045,46
06.02.2020 23:00;1033,91
06.02.2020 23:15;1043,74
06.02.2020 23:30;1038,75
06.02.2020 23:45;1040,57
07.02.2020 00:00;1043,59
07.02.2020 00:15;1052,48
07.02.2020 00:30;1045,32
07.02.2020 00:45;1035,76
07.02.2020 01:00;1027,98
07.02.2020 01:15;1026,75
07.02.2020 01:30;1023,02
07.02.2020 01:45;1020,87
07.02.2020 02:00;1014,78
07.02.2020 02:15;1010,78
07.02.2020 02:30;1005,29
07.02.2020 02:45;1004,82
07.02.2020 03:00;1014,89
07.02.2020 03:15;1015,43
07.02.2020 03:30;1022,38
07.02.2020 03:45;1034,46
07.02.2020 04:00;1030,68
07.02.2020 04:15;1025,45
07.02.2020 04:30;1019,63
07.02.2020 04:45;1025,89
07.02.2020 05:00;1034,36
07.02.2020 05:15;1044,63
07.02.2020 05:30;1047,31
07.02.2020 05:45;1063,74
07.02.2020 06:00;1069,25
07.02.2020 06:15;1117,99
07.02.2020 06:30;1158,13
07.02.2020 06:45;1179,22
07.02.2020 07:00;1205,19
07.02.2020 07:15;1223,17
07.02.2020 07:30;1235,74
07.02.2020 07:45;1252,31
07.02.2020 08:00;1247,39
07.02.2020 08:15;1257,40
07.02.2020 08:30;1260,75
07.02.2020 08:45;1261,15
07.02.2020 09:00;1254,55
07.02.2020 09:15;1235,64
07.02.2020 09:30;1236,95
